"chamber","district_number","n_Dem","n_Rep","n_Total_Elec","pct_D","pct_R","source_elec","weight"
"House",1,50490,91810,144404,0.349644054181325,0.635785712307138,"20_PRES",0.25
"House",2,54437,56859,113323,0.480370269053943,0.50174280596172,"20_PRES",0.25
"House",3,61455,95522,158427,0.387907364275029,0.602940155402804,"20_PRES",0.25
"House",4,77921,76546,156320,0.498471084953941,0.489675025588536,"20_PRES",0.25
"House",5,76113,32327,110172,0.690856115891515,0.293423011291435,"20_PRES",0.25
"House",6,73042,36248,111111,0.657378657378657,0.326232326232326,"20_PRES",0.25
"House",7,43850,74114,119791,0.366054211084305,0.618694225776561,"20_PRES",0.25
"House",8,65620,35786,103530,0.633825944170772,0.345658263305322,"20_PRES",0.25
"House",9,48209,42785,93208,0.517219551969788,0.459027122135439,"20_PRES",0.25
"House",10,47143,71808,120951,0.389769410753115,0.593694967383486,"20_PRES",0.25
"House",11,58466,18205,77933,0.750208512440173,0.233598090667625,"20_PRES",0.25
"House",12,79744,54355,136388,0.584684869636625,0.398532128926299,"20_PRES",0.25
"House",13,63840,60164,125866,0.50720607630337,0.478000413137781,"20_PRES",0.25
"House",14,54336,74008,130438,0.416565724712124,0.567380671276775,"20_PRES",0.25
"House",15,42759,75355,120045,0.35619142821442,0.627722937231871,"20_PRES",0.25
"House",16,46041,49843,97352,0.472933273070918,0.511987427068781,"20_PRES",0.25
"House",17,70396,76811,149364,0.471304999866099,0.51425376931523,"20_PRES",0.25
"House",18,84894,51712,138585,0.612577118735794,0.37314283652632,"20_PRES",0.25
"House",19,44823,70348,117083,0.382830983148706,0.600838721249028,"20_PRES",0.25
"House",20,68809,22125,92276,0.74568685248602,0.239769820971867,"20_PRES",0.25
"House",21,59869,32952,94343,0.634588681725194,0.34927869582269,"20_PRES",0.25
"House",22,50205,23968,75332,0.666449848669888,0.318164923272978,"20_PRES",0.25
"House",23,45873,34804,81986,0.559522357475667,0.42451150196375,"20_PRES",0.25
"House",24,40707,20711,62489,0.651426651090592,0.33143433244251,"20_PRES",0.25
"House",25,39764,65478,106899,0.371977286971815,0.612522100300283,"20_PRES",0.25
"House",26,39200,16953,57152,0.685890257558791,0.296630039193729,"20_PRES",0.25
"House",27,52039,60949,114925,0.452808353273874,0.530337176419404,"20_PRES",0.25
"House",28,53897,87231,142490,0.378251105340726,0.612190329145905,"20_PRES",0.25
"House",29,50024,64347,115925,0.431520379555747,0.555074401552728,"20_PRES",0.25
"House",30,28177,87562,117186,0.240446811052515,0.747205297561142,"20_PRES",0.25
"Senate",1,50490,91810,144404,0.349644054181325,0.635785712307138,"20_PRES",0.25
"Senate",2,54437,56859,113323,0.480370269053943,0.50174280596172,"20_PRES",0.25
"Senate",3,61455,95522,158427,0.387907364275029,0.602940155402804,"20_PRES",0.25
"Senate",4,77921,76546,156320,0.498471084953941,0.489675025588536,"20_PRES",0.25
"Senate",5,76113,32327,110172,0.690856115891515,0.293423011291435,"20_PRES",0.25
"Senate",6,73042,36248,111111,0.657378657378657,0.326232326232326,"20_PRES",0.25
"Senate",7,43850,74114,119791,0.366054211084305,0.618694225776561,"20_PRES",0.25
"Senate",8,65620,35786,103530,0.633825944170772,0.345658263305322,"20_PRES",0.25
"Senate",9,48209,42785,93208,0.517219551969788,0.459027122135439,"20_PRES",0.25
"Senate",10,47143,71808,120951,0.389769410753115,0.593694967383486,"20_PRES",0.25
"Senate",11,58466,18205,77933,0.750208512440173,0.233598090667625,"20_PRES",0.25
"Senate",12,79744,54355,136388,0.584684869636625,0.398532128926299,"20_PRES",0.25
"Senate",13,63840,60164,125866,0.50720607630337,0.478000413137781,"20_PRES",0.25
"Senate",14,54336,74008,130438,0.416565724712124,0.567380671276775,"20_PRES",0.25
"Senate",15,42759,75355,120045,0.35619142821442,0.627722937231871,"20_PRES",0.25
"Senate",16,46041,49843,97352,0.472933273070918,0.511987427068781,"20_PRES",0.25
"Senate",17,70396,76811,149364,0.471304999866099,0.51425376931523,"20_PRES",0.25
"Senate",18,84894,51712,138585,0.612577118735794,0.37314283652632,"20_PRES",0.25
"Senate",19,44823,70348,117083,0.382830983148706,0.600838721249028,"20_PRES",0.25
"Senate",20,68809,22125,92276,0.74568685248602,0.239769820971867,"20_PRES",0.25
"Senate",21,59869,32952,94343,0.634588681725194,0.34927869582269,"20_PRES",0.25
"Senate",22,50205,23968,75332,0.666449848669888,0.318164923272978,"20_PRES",0.25
"Senate",23,45873,34804,81986,0.559522357475667,0.42451150196375,"20_PRES",0.25
"Senate",24,40707,20711,62489,0.651426651090592,0.33143433244251,"20_PRES",0.25
"Senate",25,39764,65478,106899,0.371977286971815,0.612522100300283,"20_PRES",0.25
"Senate",26,39200,16953,57152,0.685890257558791,0.296630039193729,"20_PRES",0.25
"Senate",27,52039,60949,114925,0.452808353273874,0.530337176419404,"20_PRES",0.25
"Senate",28,53897,87231,142490,0.378251105340726,0.612190329145905,"20_PRES",0.25
"Senate",29,50024,64347,115925,0.431520379555747,0.555074401552728,"20_PRES",0.25
"Senate",30,28177,87562,117186,0.240446811052515,0.747205297561142,"20_PRES",0.25
"House",1,44953,78693,123647,0.363559164395416,0.636432748065056,"22_GOV",0.25
"House",2,41634,40150,82095,0.507144162251051,0.489067543699373,"22_GOV",0.25
"House",3,54469,81119,135937,0.400692968066089,0.596739666168887,"22_GOV",0.25
"House",4,64705,59811,124902,0.518046148180173,0.47886342892828,"22_GOV",0.25
"House",5,58741,22539,81569,0.720138778212311,0.276318209123564,"22_GOV",0.25
"House",6,53018,24747,77997,0.679744092721515,0.317281433901304,"22_GOV",0.25
"House",7,37885,62223,100431,0.37722416385379,0.619559697702901,"22_GOV",0.25
"House",8,45295,24467,70048,0.646628026496117,0.349289058931019,"22_GOV",0.25
"House",9,34252,29168,63735,0.537412724562642,0.457644936063387,"22_GOV",0.25
"House",10,39075,53925,93405,0.4183394893207,0.577324554360045,"22_GOV",0.25
"House",11,37881,12625,50673,0.747557871055592,0.249146488267914,"22_GOV",0.25
"House",12,62193,39997,102539,0.606530198266026,0.390066218707029,"22_GOV",0.25
"House",13,49393,45684,95391,0.517795179838769,0.478913105009907,"22_GOV",0.25
"House",14,43449,56321,100034,0.434342323609973,0.563018573684947,"22_GOV",0.25
"House",15,35611,60092,95977,0.371036810902612,0.626108338456088,"22_GOV",0.25
"House",16,35832,38610,74679,0.479813602217491,0.517012814847547,"22_GOV",0.25
"House",17,62844,62518,125656,0.500127331762908,0.497532947093653,"22_GOV",0.25
"House",18,70413,39110,109803,0.641266632059233,0.356183346538801,"22_GOV",0.25
"House",19,39338,54800,94447,0.416508729763783,0.580219594058043,"22_GOV",0.25
"House",20,47651,14170,62012,0.768415790492163,0.228504160485067,"22_GOV",0.25
"House",21,41147,22265,63611,0.646853531621889,0.350018078634198,"22_GOV",0.25
"House",22,29241,15456,44876,0.651595507621,0.3444157233265,"22_GOV",0.25
"House",23,30467,24684,55318,0.55076105426805,0.446220036877689,"22_GOV",0.25
"House",24,23905,12469,36532,0.654357823278222,0.341317201357714,"22_GOV",0.25
"House",25,30066,52210,82526,0.364321547148777,0.632649104524635,"22_GOV",0.25
"House",26,24250,10451,34866,0.695519990822004,0.299747605116733,"22_GOV",0.25
"House",27,38574,42616,81497,0.473318036246733,0.522914953924684,"22_GOV",0.25
"House",28,49378,70706,120422,0.410041354569763,0.587151849329857,"22_GOV",0.25
"House",29,38979,50441,89682,0.434635712852077,0.562442853638411,"22_GOV",0.25
"House",30,23252,68707,92258,0.252032344078562,0.744726744564157,"22_GOV",0.25
"Senate",1,44953,78693,123647,0.363559164395416,0.636432748065056,"22_GOV",0.25
"Senate",2,41634,40150,82095,0.507144162251051,0.489067543699373,"22_GOV",0.25
"Senate",3,54469,81119,135937,0.400692968066089,0.596739666168887,"22_GOV",0.25
"Senate",4,64705,59811,124902,0.518046148180173,0.47886342892828,"22_GOV",0.25
"Senate",5,58741,22539,81569,0.720138778212311,0.276318209123564,"22_GOV",0.25
"Senate",6,53018,24747,77997,0.679744092721515,0.317281433901304,"22_GOV",0.25
"Senate",7,37885,62223,100431,0.37722416385379,0.619559697702901,"22_GOV",0.25
"Senate",8,45295,24467,70048,0.646628026496117,0.349289058931019,"22_GOV",0.25
"Senate",9,34252,29168,63735,0.537412724562642,0.457644936063387,"22_GOV",0.25
"Senate",10,39075,53925,93405,0.4183394893207,0.577324554360045,"22_GOV",0.25
"Senate",11,37881,12625,50673,0.747557871055592,0.249146488267914,"22_GOV",0.25
"Senate",12,62193,39997,102539,0.606530198266026,0.390066218707029,"22_GOV",0.25
"Senate",13,49393,45684,95391,0.517795179838769,0.478913105009907,"22_GOV",0.25
"Senate",14,43449,56321,100034,0.434342323609973,0.563018573684947,"22_GOV",0.25
"Senate",15,35611,60092,95977,0.371036810902612,0.626108338456088,"22_GOV",0.25
"Senate",16,35832,38610,74679,0.479813602217491,0.517012814847547,"22_GOV",0.25
"Senate",17,62844,62518,125656,0.500127331762908,0.497532947093653,"22_GOV",0.25
"Senate",18,70413,39110,109803,0.641266632059233,0.356183346538801,"22_GOV",0.25
